"sheets.players.Rank","sheets.players.Last.year","sheets.players.Up.or.down","sheets.players.Name","sheets.players.Position","sheets.players.Position.modifier","sheets.players.Club.on.20.Dec.2019","sheets.players.League","sheets.players.Age.on.20.Dec.2019","sheets.players.Nationality","sheets.players.Filters","sheets.players.Image.found","sheets.players.Video.Path","sheets.players.Facewall.cell.image.GRID.src","sheets.players.Facewall.cell.image.GRID.attributes","sheets.players.Facewall.main.image.GRID.src","sheets.players.Facewall.main.image.GRID.attributes","sheets.players.","sheets.players.Profile","sheets.players.Writer","sheets.players.Desked.by","sheets.players.To.be.subbed.by","sheets.players.Subbed","sheets.players.Revised","sheets.furniture.headline","sheets.furniture.standfirst","sheets.furniture.pagestrap","sheets.furniture.shareurl"
"11","23","+12","Roberto Firmino","Forward","CENTRE","Liverpool","England","28","Brazil","Brazilian, Premier League, Forwards","","","https://media.guim.co.uk/5e9c0dee31b766a83ebd8da67533622c6489769c/1248_244_1623_1623","cropRatio=1623,1623&size=140,500,1000,1623","https://media.guim.co.uk/c9df03f4bac3be5206e1c60fe53b345d88a2ef85/0_157_4364_2618","cropRatio=4364,2618&size=140,500,1000,2000,4364","","The central figure of Liverpool’s brilliant frontline in more ways than one. Firmino may not draw the eye like Sadio Mané or Mohamed Salah but without his movement, work rate and link-up play neither would be as effective. He has also contributed with goals, including a couple for Brazil during their <a href=""https://www.theguardian.com/football/2019/jul/08/brazil-peru-copa-america-tite-neymar"">triumphant Copa América campaign</a> in the summer. Jürgen Klopp believes there is no other forward in the world like Firmino and he is correct – the 28-year-old is a unique, somewhat underappreciated talent who now finds himself just outside the top 10.","Sachin Nakrani","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"12","8","-4","Kevin De Bruyne","Midfielder","CENTRE","Manchester City","England","28","Belgium","Belgian, Premier League, Midfielders","","","https://media.guim.co.uk/6ba9e94af48c6e78f94c0cfbdce6a4871bdce871/1522_91_1163_1163","cropRatio=1163,1163&size=140,500,1000,1163","https://media.guim.co.uk/a0fed0318055464f7e3fa14408960cc14fc4f9ac/170_183_4363_2618","cropRatio=4363,2618&size=140,500,1000,2000,4363","","It is no shock to see the Belgian drop four places. Though still a brilliant performer for club and country, his year has been heavily disrupted by injuries – he missed almost the whole of March due to a thigh strain as well as the end of April and the start of May because of a hamstring problem. De Bruyne has been a more consistent presence so far this season and more often than not brought his talent to the fore, delivering wonderful passes and crosses for Manchester City as well as scoring the odd goal, the most stunning of which was his long-range volley in the recent <a href=""https://www.theguardian.com/football/2019/nov/30/newcastle-united-manchester-city-premier-league-match-report"">2-2 draw with Newcastle</a>.","Sachin Nakrani","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"13","15","+2","Sergio Agüero","Forward","CENTRE","Manchester City","England","31","Argentina","Argentinian, Premier League, Forwards","","","https://media.guim.co.uk/a709e22b2b4a34249b35eea34fbd230653d034ab/1134_104_733_733","cropRatio=733,733&size=140,500,733","https://media.guim.co.uk/0bb7952bc0440f6077679497ff1d1c5fa78cc3e3/0_81_4500_2700","cropRatio=4500,2700&size=140,500,1000,2000,4500","","Has featured in every edition of the 100 since its inception in 2012 and never outside the top 20. Deservedly up a couple of places after another year of making the extraordinary look ordinary. In 2019 alone Agüero equalled Alan Shearer’s record for Premier League hat-tricks, became Manchester City’s record league goalscorer, won the Premier League title for a fourth time and moved up to sixth on the Premier League all-time scorers list. In all likelihood, he will ease past Thierry Henry and Frank Lampard in that chart before the end of the season because he has managed to hold off the challenge of Gabriel Jesus for City’s sole striking spot. And he even found time to score a couple of goals as Argentina finished third in the Copa América.","John Ashdown","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"14","7","-7","Eden Hazard","Forward","LEFT","Real Madrid","Spain","28","Belgium","Belgian, La Liga, Forwards","","","https://media.guim.co.uk/09e5928eb1ef5351601db03ef79f83902f48b7c4/488_135_769_769","cropRatio=769,769&size=140,500,769","https://media.guim.co.uk/0af7f67aaf037d6d2c1b5b83ff1e39ea2f764807/0_195_3500_2100","cropRatio=3500,2100&size=140,500,1000,2000,3500","","A slight drop for the Belgian after two years in the top 10, perhaps in part down to him still being in a settling-in period at Real Madrid after <a href=""https://www.theguardian.com/football/2019/jun/13/eden-hazard-fulfils-dream-real-madrid-move"">his €150m move in the summer</a>. In that switch he managed the rare feat of leaving his club on a high and with the minimum of fuss. And his final act for Chelsea was quite the parting gift – <a href=""https://www.theguardian.com/football/2019/may/29/chelsea-arsenal-europa-league-final-match-report-eden-hazard"">two goals in the Europa League final</a> that helped seal the 4-1 win over Arsenal. Real are yet to see the best of him but he has a huge 2020 ahead with club and country.","John Ashdown","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"15","9","-6","Harry Kane","Forward","CENTRE","Tottenham Hotspur","England","26","England","English, Premier League, Forwards","","","https://media.guim.co.uk/9c336e0583d8949d883b435d65cf0e0414c03106/681_57_767_766","cropRatio=767,766&size=140,500,767","https://media.guim.co.uk/74590fd81535487b7a398e03297454355a93ae4c/107_531_3908_2344","cropRatio=3908,2344&size=140,500,1000,2000,3908","","Given Kane’s placing in 2018 was in large part based on him being the <a href=""https://www.theguardian.com/football/ng-interactive/2018/jun/14/golden-boot-standings-top-scorers-for-russia-2018-world-cup"">World Cup Golden Boot winner</a>, a slight drop is no surprise. The Tottenham forward missed a lot of football due to ligament damage – in mid-January and then again in mid-April – while at times he has generally seemed off the pace. Nevertheless, he has scored well over 30 times for club and country in 2019 and the 26-year-old was a key figure for England during their run to the Nations League semi-finals before their successful qualification campaign for Euro 2020.","Sachin Nakrani","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"16","68","+52","Bernardo Silva","Midfielder","RIGHT","Manchester City","England","25","Portugal","Other nationalities, Premier League, Midfielders","","","https://media.guim.co.uk/b158aa0b9733e4963234d9bab080ff0768d2613a/1943_206_1904_1904","cropRatio=1904,1904&size=140,500,1000,1904","https://media.guim.co.uk/cfb20287b392642406aaa7b95b1d297a7a0a2aa7/102_231_3326_1995","cropRatio=3326,1995&size=140,500,1000,2000,3326","","A big leap up the rankings for a player who has hovered in the lower echelons of the 100 for a couple of seasons. Silva’s importance to City has only increased over the course of the year, generally getting the better of Riyad Mahrez in the tussle for the spot on the right of the City midfield. Silva, in fact, made more Premier League appearances than any other City outfield player last season as they marched to another title. Helped Portugal to the Nations League title in the summer but blotted his copybook with a horribly ill-advised tweet in the autumn. On the pitch, though, he has been a joy to watch.","John Ashdown","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"17","","New entry","Trent Alexander-Arnold","Defender","RIGHT","Liverpool","England","21","England","English, Premier League, Defenders","","","https://media.guim.co.uk/43a6b86fc2c18f927a897d9348c2a4b908962e02/243_86_1331_1331","cropRatio=1331,1331&size=140,500,1000,1331","https://media.guim.co.uk/5e7f46b65a0afa3581266886d53ad9fc72a9bfd5/83_99_3294_1977","cropRatio=3294,1977&size=140,500,1000,2000,3294","","At the age of 21 Alexander-Arnold has become the world’s premier attacking right-back, providing – along with Andrew Robertson on the opposite flank – much of Liverpool’s width and creativity, and performances of consistent excellence. He ended last season with a run of six assists in six league games, and if he has not quite kept up that pace his importance is illustrated by the fact that it took until 4 December for him to miss a minute of league football. In May he took The Corner, his quick thinking <a href=""https://www.theguardian.com/football/2019/may/07/liverpool-fury-recklessness-bedlam-champions-league-barcelona"">setting up Divock Origi</a> for the goal that took the Reds past Barcelona and into the Champions League final, perhaps the outstanding footballing moment of 2019.","Simon Burnton","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"18","89","+71","Matthijs de Ligt","Defender","CENTRE","Juventus","Italy","20","Netherlands","Other nationalities, Serie A, Defenders","","","https://media.guim.co.uk/d48b07fbd24e7f64222b52bb93659f75d43331ca/1258_270_872_872","cropRatio=872,872&size=140,500,872","https://media.guim.co.uk/7d6b981369ff39218b066772a58506c382bd6f24/97_129_2148_1289","cropRatio=2148,1289&size=140,500,1000,2000,2148","","Quite a year for the 20-year-old. First he <a href=""https://www.theguardian.com/football/2019/may/08/ajax-tottenham-champions-league-semi-final-match-report-moura"">captained Ajax to the Champions League semi-finals</a>, seeing off Real Madrid and Juventus on the way. Then they won the domestic double, he reached the Nations League final with the Netherlands and sealed a <a href=""https://www.theguardian.com/football/2019/jul/18/matthijs-de-ligt-joins-juventus-from-ajax-75m-deal"">£68m move to Juventus</a>. “I have been fascinated by the Italian way of defending from an early age,” he said upon joining the Serie A side. “Many of my idols from the past are also Italians, such as Paolo Maldini, Franco Baresi, Alessandro Nesta, Fabio Cannavaro and Gaetano Scirea.” Once settled in Italy, he has the chance to follow in his heroes’ footsteps.","Marcus Christenson","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"19","78","+59","Son Heung-min","Forward","LEFT","Tottenham Hotspur","England","27","South Korea","Other nationalities, Premier League, Forwards","","","https://media.guim.co.uk/e8a37f4d09fc73a776ec51501029b186cdb46eeb/1802_162_1006_1006","cropRatio=1006,1006&size=140,500,1000,1006","https://media.guim.co.uk/6d4b38bf9109a3fcce419889be472b50fde7e606/546_60_2968_1781","cropRatio=2968,1781&size=140,500,1000,2000,2968","","Son has been spectacularly consistent in recent years – in four of the last five complete seasons, at Tottenham and Bayer Leverkusen, he has scored either 15 or 16 goals across league and European competition – but still seems to be improving. Despite his club’s poor start to the 2019-20 season, his scoring rate has increased. By early December he had played in 14 Premier League games and either scored or created 13 goals, including one of the goals of the year in the demolition of Burnley. Son was the only Asian nominee for <a href=""https://www.theguardian.com/football/2019/dec/02/ballon-dor-lionel-messi-megan-rapinoe"">this year’s Ballon d’Or</a>, eventually coming 22nd, and was named the AFC’s Asian international player of the year for the third time.","Simon Burnton","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"20","48","+28","Karim Benzema","Forward","CENTRE","Real Madrid","Spain","32","France","French, La Liga, Forwards","","","https://media.guim.co.uk/9eeaaeeb9d31cdb2ccdddeb2479994df7362b669/1710_37_1173_1173","cropRatio=1173,1173&size=140,500,1000,1173","https://media.guim.co.uk/5b6be30646e0fb9c85c80ce5574bb8dd86b00e4d/227_479_4200_2520","cropRatio=4200,2520&size=140,500,1000,2000,4200","","Eden Hazard recently described Benzema as: “The best No 9 in the world and on top of that he makes the other players around him better too.” For years, he played the role of facilitator; now, without Cristiano Ronaldo, he is leading the forward line, still playing with intelligence and for others, but taking responsibility for goals too. In fact, he has scored even more than Ronaldo since his former teammate left for Turin. Benzema was one of very few impressive performers at Madrid last season and he has been arguably La Liga’s outstanding performer so far this.","Sid Lowe","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"21","44","+23","Marc-André ter Stegen","Goalkeeper","CENTRE","Barcelona","Spain","27","Germany","German, La Liga, Goalkeepers","","","https://media.guim.co.uk/076aedd2f23f4657587228db500777071636260f/547_158_2252_2252","cropRatio=2252,2252&size=140,500,1000,2000,2252","https://media.guim.co.uk/9187174e5ca1b29fb92f86eeee798da2d65229ec/164_36_1935_1161","cropRatio=1935,1161&size=140,500,1000,1935","","Not long ago, Uli Hoeness was reported to have said that if Ter Stegen was chosen for the German national team ahead of Manuel Neuer, he would withdraw all of Bayern Munich’s players. The German FA should have called his bluff and not just because you’d like to see him explain to his furious footballers why they can’t go to the Euros – Germany would also have a better goalkeeper. There’s something almost funny about a man who might just be the best goalkeeper in the world, performing miracles by the game, not even being considered the best in his country.","Sid Lowe","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
"22","10","-12","N'Golo Kanté","Midfielder","CENTRE","Chelsea","England","28","France","French, Premier League, Midfielders","","","https://media.guim.co.uk/df8a93c3203941fc7911813e9aee9484dbb82978/1102_161_598_598","cropRatio=598,598&size=140,500,598","https://media.guim.co.uk/620038ba676645f7aab99904f53e0e00422f2fac/0_104_2828_1697","cropRatio=2828,1697&size=140,500,1000,2000,2828","","Frank Lampard scoffs at the notion that the Frenchman is no more than a holding midfielder. Chelsea’s manager thinks that there is far more to Kanté’s game than breaking up play. He rates his passing and his ability to get into goalscoring positions and he does not think that his predecessor, Maurizio Sarri, was wrong to use Kanté in a more advanced role last season. The former Leicester midfielder underlined his importance to Chelsea when he shook off a knee injury to <a href=""https://www.theguardian.com/football/2019/may/29/chelsea-arsenal-europa-league-final-match-report-eden-hazard"">help them win the Europa League</a> and fitness issues are the only reason he has dropped down the rankings.","Jacob Steinberg","","","","","Top 100 footballers 2017:the best talents in the world","The Guardian picks the best prospect from each club born between 1 September 2000 and 31 August 2001, an age band known as first-year scholars. Check the progress of our <a href=""https://www.theguardian.com/football/ng-interactive/2016/oct/04/next-generation-2016-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2016 class</a> | <a href=""https://www.theguardian.com/football/ng-interactive/2015/oct/06/next-generation-2015-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2015</a> | <a href=""https://www.theguardian.com/football/blog/ng-interactive/2014/oct/13/next-generation-2014-20-of-the-best-talents-at-premier-league-clubs"" target=""_new"">2014</a>","<a href=""https://www.theguardian.com/football"" target=""_new"">Football</a>",""
